document_id,set,character_name,character_type,unit_quality_score
b5155a0968b2822729334593887964832ae7baf8,test,Brooks,Supporting role character of Hero,0.0
b5155a0968b2822729334593887964832ae7baf8,test,Dave,Supporting role character of Hero,0.00044702141894958913
b5155a0968b2822729334593887964832ae7baf8,test,Estes,Supporting role character of Hero,0.8701702356338501
b5155a0968b2822729334593887964832ae7baf8,test,Julie,Hero,0.00044702141894958913
b5155a0968b2822729334593887964832ae7baf8,test,Karla,Supporting role character of Hero,0.8701999187469482
b5155a0968b2822729334593887964832ae7baf8,test,Nancy,Supporting role character of Hero,0.057753339409828186
b5155a0968b2822729334593887964832ae7baf8,test,Ray,Spouse/Partner/Lover of Hero,0.0
b5155a0968b2822729334593887964832ae7baf8,test,Titus,Supporting role character of Hero,0.0
b5155a0968b2822729334593887964832ae7baf8,test,Tyrell,Supporting role character of Hero,0.0
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,Carnegie,Villain/Antagonist,1.0
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,Claudia,Supporting role character of Hero,0.3665003776550293
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,Eli,Hero,1.0
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,Engineer,Supporting role character of Hero,0.32566964626312256
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,George,No Applicable Type,0.0
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,Lombardi,Supporting role character of Hero,0.0
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,Martha,No Applicable Type,0.0
1d62d89c46b27632884e6b44ed98d6677d59f84f,test,Solara,Sidekick of Hero,0.30782997608184814
aba6708b8f5f02dbcabcafba7aec7baf4a93c666,test,Alicia,Spouse/Partner/Lover of Hero,0.3330965042114258
aba6708b8f5f02dbcabcafba7aec7baf4a93c666,test,Ben,Hero,0.0
aba6708b8f5f02dbcabcafba7aec7baf4a93c666,test,Debbie,Spouse/Partner/Lover of Hero,0.0
aba6708b8f5f02dbcabcafba7aec7baf4a93c666,test,Doom,Villain/Antagonist,1.0
aba6708b8f5f02dbcabcafba7aec7baf4a93c666,test,Johnny,Hero,0.0
aba6708b8f5f02dbcabcafba7aec7baf4a93c666,test,Reed,Hero,1.0
aba6708b8f5f02dbcabcafba7aec7baf4a93c666,test,Victor,Villain/Antagonist,1.0
caf5fd973848f97d2f87b3360c04b94295b195c0,test,Emma,Spouse/Partner/Lover of Villain,0.3965728282928467
caf5fd973848f97d2f87b3360c04b94295b195c0,test,Jane,Supporting role character of Hero,0.0
caf5fd973848f97d2f87b3360c04b94295b195c0,test,Jesse,Supporting role character of Hero,0.0
caf5fd973848f97d2f87b3360c04b94295b195c0,test,Marshall,Sidekick of Hero,0.0
caf5fd973848f97d2f87b3360c04b94295b195c0,test,Sheila,Supporting role character of Hero,0.311479389667511
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Charlie,Supporting role character of Villain,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Hank,Sidekick of Villain,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Jim,Villain/Antagonist,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Karen,Spouse/Partner/Lover of Hero,0.9510616660118103
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Kenny,Sidekick of Villain,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Phil,Sidekick of Villain,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Sheriff,Villain/Antagonist,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Tom,Hero,0.9510616660118103
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Wayne,Sidekick of Villain,0.0
58792a49551d4170f84cfe956dd65d4445127eb5,test,Biggs,Supporting role character of Villain,0.0
58792a49551d4170f84cfe956dd65d4445127eb5,test,Gerard,Villain/Antagonist,0.04223628714680672
58792a49551d4170f84cfe956dd65d4445127eb5,test,Helen,Spouse/Partner/Lover of Hero,0.515920102596283
58792a49551d4170f84cfe956dd65d4445127eb5,test,Kimble,Hero,0.515920102596283
